year,name,gender,ratio,females,males,total
2014,Paloma,F,100,312,0,312
2014,Shea,F,66,206,106,312
2014,Trace,M,98,5,307,312
2014,Bobby,M,100,0,311,311
2014,Joslyn,F,100,311,0,311
2014,Saniyah,F,100,311,0,311
2014,Audriana,F,100,310,0,310
2014,Davian,M,100,0,310,310
2014,Giovanna,F,100,310,0,310
2014,Hadleigh,F,100,310,0,310
2014,Harlee,F,97,300,10,310
2014,Mckayla,F,100,310,0,310
2014,Ares,M,95,15,294,309
2014,Denver,M,61,122,187,309
2014,Jadiel,M,100,0,309,309
2014,Jaida,F,100,309,0,309
2014,Salma,F,100,309,0,309
2014,Samir,M,100,0,309,309
2014,Alexzander,M,100,0,308,308
2014,Emmaline,F,100,308,0,308
2014,Hassan,M,100,0,308,308
2014,Kimora,F,100,308,0,308
2014,Axton,M,100,0,307,307
2014,Will,M,100,0,307,307
2014,Avianna,F,100,306,0,306
2014,Rene,M,93,20,286,306
2014,Amalia,F,100,305,0,305
2014,Jamal,M,100,0,305,305
2014,Karlie,F,100,305,0,305
2014,Valentino,M,100,0,305,305
2014,Yousef,M,100,0,305,305
2014,Blaze,M,97,8,296,304
2014,Libby,F,100,304,0,304
2014,Sherlyn,F,100,304,0,304
2014,Fisher,M,100,0,302,302
2014,Giovani,M,100,0,302,302
2014,Zendaya,F,100,302,0,302
2014,Darian,M,95,14,287,301
2014,Mariyah,F,100,301,0,301
2014,Miller,M,82,54,247,301
2014,Zainab,F,100,301,0,301
2014,Alisha,F,100,300,0,300
2014,Ayanna,F,100,300,0,300
2014,Braylin,M,66,102,198,300
2014,Kalani,F,79,237,63,300
2014,Lilyanna,F,100,300,0,300
2014,Maxton,M,100,0,300,300
2014,Bryleigh,F,100,299,0,299
2014,Julianne,F,100,299,0,299
2014,Kaleigh,F,100,299,0,299
2014,Miya,F,100,299,0,299
2014,Yasmin,F,100,299,0,299
2014,Anniston,F,100,298,0,298
2014,Estelle,F,100,298,0,298
2014,Emmeline,F,100,297,0,297
2014,Faye,F,100,297,0,297
2014,Hezekiah,M,100,0,297,297
2014,Urijah,M,98,5,292,297
2014,Kiana,F,100,296,0,296
2014,Kolten,M,100,0,296,296
2014,Misael,M,100,0,296,296
2014,Anabel,F,100,295,0,295
2014,Azaria,F,97,287,8,295
2014,Javon,M,100,0,295,295
2014,Justus,M,93,21,274,295
2014,Rogelio,M,100,0,295,295
2014,Adrien,M,97,10,284,294
2014,Brantlee,M,92,23,271,294
2014,Jedidiah,M,100,0,294,294
2014,Tara,F,100,294,0,294
2014,Astrid,F,100,293,0,293
2014,Blaise,M,89,31,262,293
2014,Bode,M,100,0,293,293
2014,Emerie,F,100,293,0,293
2014,Leandro,M,100,0,293,293
2014,Mercy,F,97,284,9,293
2014,Billy,M,98,6,286,292
2014,Cedric,M,100,0,292,292
2014,Zahra,F,100,292,0,292
2014,Kinslee,F,100,291,0,291
2014,Tabitha,F,100,291,0,291
2014,Wayne,M,100,0,291,291
2014,Aubriella,F,100,290,0,290
2014,Kaylen,F,82,238,52,290
2014,Addilynn,F,100,289,0,289
2014,Alyvia,F,100,289,0,289
2014,Eugene,M,100,0,289,289
2014,Hadlee,F,100,289,0,289
2014,Ingrid,F,100,289,0,289
2014,Lilia,F,100,289,0,289
2014,Macey,F,100,289,0,289
2014,Regan,F,82,237,52,289
2014,Kole,M,100,0,288,288
2014,Camron,M,100,0,287,287
2014,Jaidyn,F,50,144,143,287
2014,Kaitlynn,F,100,287,0,287
2014,Neriah,F,100,287,0,287
2014,Annabell,F,100,286,0,286
2014,Ariyah,F,100,286,0,286
2014,Janae,F,100,286,0,286
2014,Kaiya,F,100,286,0,286
2014,Kase,M,100,0,286,286
2014,Reina,F,100,286,0,286
2014,Rivka,F,100,286,0,286
2014,Alisa,F,100,285,0,285
2014,Duncan,M,100,0,285,285
2014,Marleigh,F,100,285,0,285
2014,Alfred,M,100,0,284,284
2014,Alisson,F,100,284,0,284
2014,Bryn,F,96,274,10,284
2014,Maliah,F,100,284,0,284
2014,Scarlette,F,100,284,0,284
2014,Apollo,M,100,0,283,283
2014,Braeden,M,100,0,283,283
2014,Clementine,F,100,283,0,283
2014,Frida,F,100,283,0,283
2014,Graysen,M,88,34,249,283
2014,Mack,M,100,0,283,283
2014,Palmer,F,61,173,110,283
2014,Ann,F,100,282,0,282
2014,Clyde,M,100,0,282,282
2014,Reginald,M,100,0,282,282
2014,Sonia,F,100,282,0,282
2014,Alannah,F,100,281,0,281
2014,Anson,M,100,0,281,281
2014,Avalynn,F,100,281,0,281
2014,Dalia,F,100,281,0,281
2014,Jerome,M,100,0,281,281
2014,Renee,F,98,276,5,281
2014,Ryann,F,96,270,11,281
2014,Ayva,F,100,280,0,280
2014,Ishaan,M,100,0,280,280
2014,Jael,F,56,156,124,280
2014,Noor,F,91,256,24,280
2014,Rayne,F,92,258,22,280
2014,Chevy,M,85,43,236,279
2014,Javion,M,100,0,279,279
2014,Judith,F,100,279,0,279
2014,Paulina,F,100,279,0,279
2014,Estella,F,100,278,0,278
2014,Micheal,M,100,0,278,278
2014,Vincenzo,M,100,0,278,278
2014,Gauge,M,100,0,277,277
2014,Gwen,F,100,277,0,277
2014,Keenan,M,100,0,277,277
2014,Mattie,F,100,277,0,277
2014,Milani,F,100,277,0,277
2014,Raina,F,100,277,0,277
2014,Julieta,F,100,276,0,276
2014,Zaire,M,86,39,237,276
2014,Amare,M,96,12,263,275
2014,Andi,F,93,255,20,275
2014,Fallon,F,91,249,26,275
2014,Gerald,M,100,0,275,275
2014,Kailani,F,98,269,6,275
2014,Kaya,F,94,259,16,275
2014,Kendal,F,82,225,50,275
2014,Kymani,M,83,46,229,275
2014,Lesly,F,100,275,0,275
2014,Abrielle,F,100,274,0,274
2014,Berkley,F,87,238,36,274
2014,Carlie,F,100,274,0,274
2014,Dilan,M,98,6,268,274
2014,Franco,M,100,0,274,274
2014,Junior,M,100,0,274,274
2014,Riya,F,100,274,0,274
2014,Jamir,M,100,0,273,273
2014,Semaj,M,79,56,217,273
2014,Terrell,M,100,0,273,273
2014,Abril,F,100,272,0,272
2014,Aubrianna,F,100,272,0,272
2014,Dani,F,92,249,23,272
2014,Giancarlo,M,100,0,272,272
2014,Patience,F,98,267,5,272
2014,Braiden,M,100,0,271,271
2014,Draven,M,100,0,271,271
2014,Jocelynn,F,100,271,0,271
2014,Kylah,F,100,271,0,271
2014,Louisa,F,100,271,0,271
2014,Pyper,F,100,271,0,271
2014,Titan,M,100,0,271,271
2014,Antonia,F,100,270,0,270
2014,Harold,M,100,0,270,270
2014,Jayde,F,96,259,11,270
2014,Magdalena,F,100,270,0,270
2014,Moriah,F,100,270,0,270
2014,Tamia,F,100,270,0,270
2014,Zayn,M,100,0,270,270
2014,Briggs,M,100,0,269,269
2014,Kourtney,F,94,252,17,269
2014,Akira,F,87,233,35,268
2014,Aya,F,100,268,0,268
2014,Chaim,M,100,0,268,268
2014,Dariel,M,98,6,262,268
2014,Ellery,F,95,254,14,268
2014,Ireland,F,100,268,0,268
2014,Jaydon,M,96,10,258,268
2014,Joziah,M,100,0,268,268
2014,Kaidyn,M,71,79,189,268
2014,Marquis,M,100,0,268,268
2014,Mercedes,F,100,268,0,268
2014,Rosalyn,F,100,268,0,268
2014,Alaysia,F,100,267,0,267
2014,Annalee,F,100,267,0,267
2014,Harlem,M,74,70,197,267
2014,Aanya,F,100,266,0,266
2014,Carsyn,F,63,167,99,266
2014,Paula,F,100,266,0,266
2014,Samiyah,F,100,266,0,266
2014,Yaritza,F,100,266,0,266
2014,Jonathon,M,100,0,265,265
2014,Cordelia,F,100,264,0,264
2014,Ira,M,61,104,160,264
2014,Joelle,F,93,245,19,264
2014,Kenny,M,100,0,264,264
2014,Nala,F,100,264,0,264
2014,Belen,F,100,263,0,263
2014,Brent,M,100,0,263,263
2014,Cambria,F,100,263,0,263
2014,Clay,M,100,0,263,263
2014,Natalya,F,100,263,0,263
2014,Stetson,M,100,0,263,263
2014,Tyrone,M,100,0,263,263
2014,Gibson,M,97,8,254,262
2014,Kaelynn,F,100,262,0,262
2014,Reuben,M,100,0,262,262
2014,Alfonso,M,100,0,261,261
2014,Axl,M,100,0,261,261
2014,Kyndall,F,97,254,7,261
2014,Neveah,F,100,261,0,261
2014,Aidyn,M,88,31,229,260
2014,Amaris,F,95,247,13,260
2014,Stefan,M,100,0,260,260
2014,Adilene,F,100,259,0,259
2014,Karma,F,97,250,9,259
2014,Krystal,F,100,259,0,259
2014,Marcel,M,100,0,259,259
2014,Promise,F,96,248,11,259
2014,Scout,F,79,205,54,259
2014,Brisa,F,100,258,0,258
2014,Charlize,F,100,258,0,258
2014,Emani,F,96,247,11,258
2014,Jurnee,F,100,258,0,258
2014,Rudy,M,98,5,253,258
2014,Castiel,M,98,5,252,257
2014,Esperanza,F,100,257,0,257
2014,Jean,M,71,74,183,257
2014,Kailynn,F,100,257,0,257
2014,Kalel,M,100,0,257,257
2014,Sonny,M,94,16,241,257
2014,Treasure,F,95,245,12,257
2014,Triston,M,100,0,257,257
2014,Alianna,F,100,256,0,256
2014,Bayleigh,F,100,256,0,256
2014,Darrell,M,100,0,256,256
2014,Steve,M,100,0,256,256
2014,Abdiel,M,100,0,255,255
2014,Cristina,F,100,255,0,255
2014,Carina,F,100,254,0,254
2014,Caydence,F,94,239,15,254
2014,Nathalia,F,100,254,0,254
2014,Princess,F,100,254,0,254
2014,Thatcher,M,100,0,254,254
2014,Tristian,M,97,7,247,254
2014,Henrik,M,100,0,253,253
2014,Honesty,F,100,253,0,253
2014,Jadon,M,100,0,253,253
2014,Jairo,M,100,0,253,253
2014,Vienna,F,100,253,0,253
2014,Avalyn,F,100,251,0,251
2014,Ayana,F,100,251,0,251
2014,Hugh,M,100,0,251,251
2014,Karsen,M,77,57,194,251
2014,Belle,F,100,250,0,250
2014,Ever,M,55,113,137,250
2014,Konnor,M,100,0,250,250
2014,Lachlan,M,94,14,236,250
2014,Raylee,F,100,250,0,250
2014,Aadhya,F,100,249,0,249
2014,Brighton,M,61,97,152,249
2014,Kaitlin,F,100,249,0,249
2014,Vaughn,M,90,25,224,249
2014,Mylah,F,100,248,0,248
2014,Robyn,F,97,241,7,248
2014,Rylen,M,83,43,205,248
2014,Salem,F,57,141,107,248
2014,Cristiano,M,100,0,247,247
2014,Deshawn,M,100,0,247,247
2014,Eliezer,M,100,0,247,247
2014,Harmoni,F,100,247,0,247
2014,Lyra,F,100,247,0,247
2014,Agustin,M,100,0,246,246
2014,Destinee,F,100,246,0,246
2014,Ernest,M,100,0,246,246
2014,Saanvi,F,100,246,0,246
2014,Sarahi,F,100,246,0,246
2014,Selina,F,100,246,0,246
2014,Sunny,F,82,201,45,246
2014,Brice,M,98,5,240,245
2014,Dwayne,M,100,0,245,245
2014,Ellianna,F,100,245,0,245
2014,Harlan,M,91,21,224,245
2014,Jacquelyn,F,100,245,0,245
2014,Kaeden,M,97,7,238,245
2014,Abbie,F,100,244,0,244
2014,Dimitri,M,100,0,244,244
2014,Ford,M,100,0,244,244
2014,Jakayla,F,100,244,0,244
2014,Kaley,F,100,244,0,244
2014,Poppy,F,100,244,0,244
2014,Rey,M,100,0,244,244
2014,Zavier,M,100,0,244,244
2014,Charity,F,100,243,0,243
2014,Gwyneth,F,100,243,0,243
2014,Haleigh,F,100,243,0,243
2014,Arnav,M,100,0,242,242
2014,Aydan,M,97,7,235,242
2014,Cecily,F,100,242,0,242
2014,Darwin,M,97,7,235,242
2014,Houston,M,93,16,226,242
2014,Vance,M,100,0,242,242
2014,Vivien,F,100,242,0,242
2014,Jamarion,M,100,0,241,241
2014,Kohen,M,97,7,234,241
2014,Lochlan,M,97,8,233,241
2014,Luz,F,98,236,5,241
2014,Ramiro,M,100,0,241,241
2014,Elissa,F,100,240,0,240
2014,Gilbert,M,100,0,239,239
2014,Preslee,F,96,230,9,239
2014,Rilynn,F,95,228,11,239
2014,Aleigha,F,100,238,0,238
2014,Aminah,F,100,238,0,238
2014,Augustine,M,92,18,220,238
2014,Dalilah,F,100,238,0,238
2014,Jayse,M,98,5,233,238
2014,Londynn,F,100,238,0,238
2014,Anton,M,100,0,237,237
2014,Coen,M,100,0,237,237
2014,Hollis,M,53,112,125,237
2014,Jordy,M,96,9,228,237
2014,Kannon,M,98,5,232,237
2014,Konner,M,98,5,232,237
2014,Salvatore,M,100,0,237,237
2014,Seamus,M,100,0,237,237
2014,Turner,M,95,13,224,237
2014,Aaden,M,100,0,236,236
2014,Anais,F,96,227,9,236
2014,Ayan,M,88,29,207,236
2014,Bree,F,100,236,0,236
2014,Korbyn,M,83,39,197,236
2014,Rolando,M,100,0,236,236
2014,Carleigh,F,100,235,0,235
2014,Karis,F,100,235,0,235
2014,Kensington,F,97,229,6,235
2014,Kinlee,F,100,235,0,235
2014,Randall,M,100,0,235,235
2014,Santos,M,100,0,235,235
2014,Aubriana,F,100,234,0,234
2014,Damari,M,92,18,216,234
2014,Elora,F,100,234,0,234
2014,Rashad,M,100,0,234,234
2014,Romina,F,100,234,0,234
2014,Tinley,F,100,234,0,234
2014,Carley,F,100,233,0,233
2014,Micaela,F,100,233,0,233
2014,Mustafa,M,100,0,233,233
2014,Ramona,F,100,233,0,233
2014,Rhea,F,100,233,0,233
2014,Tess,F,100,233,0,233
2014,Analia,F,100,232,0,232
2014,Johnathon,M,100,0,232,232
2014,Kataleya,F,100,232,0,232
2014,Larissa,F,100,232,0,232
2014,Camren,M,94,15,216,231
2014,Carsen,M,88,27,204,231
2014,Giada,F,100,231,0,231
2014,Jazmyn,F,100,231,0,231
2014,Jovani,M,100,0,231,231
2014,Mavis,F,100,231,0,231
2014,Maximo,M,100,0,231,231
2014,Raleigh,F,52,120,111,231
2014,Alvaro,M,100,0,230,230
2014,Clinton,M,100,0,230,230
2014,Elina,F,100,230,0,230
2014,Katrina,F,100,230,0,230
2014,Kinleigh,F,100,230,0,230
2014,Audra,F,100,229,0,229
2014,Deanna,F,100,229,0,229
2014,Emerald,F,95,217,12,229
2014,Jana,F,100,229,0,229
2014,Saniya,F,100,229,0,229
2014,Aven,M,53,108,120,228
2014,Davin,M,100,0,228,228
2014,Gavyn,M,98,5,223,228
2014,Jai,M,86,32,196,228
2014,Jericho,M,97,7,221,228
2014,Kamilah,F,100,228,0,228
2014,Lillyana,F,100,228,0,228
2014,Aries,M,70,68,159,227
2014,Elayna,F,100,227,0,227
2014,Karleigh,F,100,227,0,227
2014,Kylen,M,92,18,209,227
2014,Ephraim,M,100,0,226,226
2014,Heath,M,100,0,226,226
2014,India,F,100,226,0,226
2014,Kamron,M,100,0,226,226
2014,Kinsey,F,100,226,0,226
2014,Sylvie,F,100,226,0,226
2014,Coleman,M,98,5,220,225
2014,Craig,M,100,0,225,225
2014,Dash,M,98,5,220,225
2014,Joan,M,67,75,150,225
2014,Makhi,M,97,6,219,225
2014,Ophelia,F,100,225,0,225
2014,Veda,F,100,225,0,225
2014,Zoya,F,100,225,0,225
2014,Cristopher,M,100,0,224,224
2014,Gordon,M,100,0,224,224
2014,Kelsie,F,100,224,0,224
2014,Kendyl,F,97,218,6,224
2014,Maylee,F,100,224,0,224
2014,Vivaan,M,100,0,224,224
2014,Ameer,M,100,0,223,223
2014,Gino,M,100,0,223,223
2014,Jovanni,M,100,0,223,223
2014,Kyndal,F,98,218,5,223
2014,Maddux,M,93,15,208,223
2014,Marion,F,63,141,82,223
2014,Stacy,F,90,201,22,223
2014,Theresa,F,100,223,0,223
2014,Benton,M,100,0,222,222
2014,Eliot,M,86,31,191,222
2014,Giavanna,F,100,222,0,222
2014,Izabelle,F,100,222,0,222
2014,Kamille,F,100,222,0,222
2014,Rodolfo,M,100,0,222,222
2014,Jaycob,M,100,0,221,221
2014,Jorden,M,87,29,192,221
2014,Sailor,F,90,198,23,221
2014,Sariyah,F,100,221,0,221
2014,Tinsley,F,100,221,0,221
2014,Avi,M,85,34,186,220
2014,Eliseo,M,100,0,220,220
2014,Khalid,M,100,0,220,220
2014,Lillyanna,F,100,220,0,220
2014,Quintin,M,100,0,220,220
2014,Adilynn,F,100,219,0,219
2014,Cheyanne,F,100,219,0,219
2014,Jaleah,F,100,219,0,219
2014,Marlowe,F,93,203,16,219
2014,Sanaa,F,100,219,0,219
2014,Zaid,M,100,0,219,219
2014,Anakin,M,100,0,218,218
2014,Emmet,M,100,0,218,218
2014,Foster,M,95,11,207,218
2014,Haiden,M,72,60,158,218
2014,Judson,M,100,0,218,218
2014,Rian,M,59,89,129,218
2014,Truman,M,100,0,218,218
2014,Brogan,M,92,18,199,217
2014,Camilo,M,100,0,217,217
2014,Darien,M,98,5,212,217
2014,Efrain,M,100,0,217,217
2014,Gisselle,F,100,217,0,217
2014,Leela,F,100,217,0,217
2014,Anneliese,F,100,216,0,216
2014,Annelise,F,100,216,0,216
2014,Antonella,F,100,216,0,216
2014,Delia,F,100,216,0,216
2014,Araceli,F,100,215,0,215
2014,Dalary,F,100,215,0,215
2014,Deangelo,M,100,0,215,215
2014,Egypt,F,80,173,42,215
2014,Emmie,F,100,215,0,215
2014,Giovanny,M,100,0,215,215
2014,Maddie,F,100,215,0,215
2014,Mike,M,100,0,215,215
2014,Addalyn,F,100,214,0,214
2014,Dario,M,100,0,214,214
2014,Gentry,M,52,102,112,214
2014,Kale,M,100,0,214,214
2014,Maren,F,100,214,0,214
2014,Perry,M,68,68,146,214
2014,Britney,F,100,213,0,213
2014,Broderick,M,100,0,213,213
2014,Jayvion,M,100,0,213,213
2014,Kaison,M,100,0,213,213
2014,Koen,M,100,0,213,213
2014,Magnus,M,100,0,213,213
2014,Kayleen,F,100,212,0,212
2014,Valentin,M,100,0,212,212
2014,Zelda,F,100,212,0,212
2014,Belinda,F,100,211,0,211
2014,Bodie,M,100,0,211,211
2014,Brayson,M,100,0,211,211
2014,Chace,M,100,0,211,211
2014,Dania,F,100,211,0,211
2014,Leilah,F,100,211,0,211
2014,Meghan,F,100,211,0,211
2014,Whitley,F,93,197,14,211
2014,Adalee,F,100,210,0,210
2014,Damaris,F,96,201,9,210
2014,Kacey,F,84,177,33,210
2014,Mika,F,84,176,34,210
2014,Rachael,F,100,209,0,209
2014,Rosalee,F,100,209,0,209
2014,Roxanne,F,100,209,0,209
2014,Sally,F,100,209,0,209
2014,Yehuda,M,100,0,209,209
2014,Bridger,M,100,0,208,208
2014,Diya,F,100,208,0,208
2014,Everlee,F,100,208,0,208
2014,Howard,M,100,0,208,208
2014,Jadyn,F,62,130,78,208
2014,Jenesis,F,100,208,0,208
2014,Marlene,F,100,208,0,208
2014,Osvaldo,M,100,0,208,208
2014,Priya,F,100,208,0,208
2014,Rocky,M,100,0,208,208
2014,Annabeth,F,100,207,0,207
2014,Boden,M,100,0,207,207
2014,Elodie,F,100,207,0,207
2014,Etta,F,100,207,0,207
2014,Itzayana,F,100,207,0,207
2014,Jair,M,100,0,207,207
2014,Reyansh,M,100,0,207,207
2014,Tyree,M,100,0,207,207
2014,Ailyn,F,100,206,0,206
2014,Amayah,F,100,206,0,206
2014,Ean,M,100,0,206,206
2014,Katerina,F,100,206,0,206
2014,Malayah,F,100,206,0,206
2014,Samira,F,100,206,0,206
2014,Taraji,F,97,200,6,206
2014,Tristin,M,93,15,191,206
2014,Addie,F,100,205,0,205
2014,Amiah,F,100,205,0,205
2014,Coral,F,100,205,0,205
2014,Evalynn,F,100,205,0,205
2014,Kooper,M,86,28,177,205
2014,Laken,F,53,108,97,205
2014,Leif,M,100,0,205,205
2014,Garrison,M,100,0,204,204
2014,Kaycee,F,97,197,7,204
2014,Merrick,M,95,11,193,204
2014,Rihanna,F,100,204,0,204
2014,Annaliese,F,100,203,0,203
2014,Audrianna,F,100,203,0,203
2014,Demarcus,M,100,0,203,203
2014,Karissa,F,100,203,0,203
2014,Kaylani,F,100,203,0,203
2014,Pierre,M,100,0,203,203
2014,Branden,M,100,0,202,202
2014,Keily,F,100,202,0,202
2014,Kenleigh,F,100,202,0,202
2014,Maxine,F,100,202,0,202
2014,Musa,M,100,0,202,202
2014,Otis,M,100,0,202,202
2014,Anayah,F,100,201,0,201
2014,Gerard,M,100,0,201,201
2014,Gracyn,F,97,195,6,201
2014,Ila,F,100,201,0,201
2014,Jaylyn,F,82,165,36,201
2014,Maritza,F,100,201,0,201
2014,Marlie,F,100,201,0,201
2014,Tyrell,M,100,0,201,201
2014,Asha,F,100,200,0,200
2014,Blaire,F,98,195,5,200
2014,Britton,M,52,97,103,200
2014,Freddy,M,100,0,200,200
2014,Hailie,F,100,200,0,200
2014,Immanuel,M,100,0,200,200
2014,Jamar,M,100,0,200,200
2014,Kaylyn,F,100,200,0,200
2014,Nahla,F,100,200,0,200
2014,Ryley,M,54,92,108,200
2014,Shirley,F,100,200,0,200
2014,Vada,F,100,200,0,200
2014,Aarya,F,89,178,21,199
2014,Cassie,F,100,199,0,199
2014,Harleigh,F,100,199,0,199
2014,Jordin,F,62,124,75,199
2014,Kaleah,F,100,199,0,199
2014,Kamren,M,94,12,187,199
2014,Karmen,F,100,199,0,199
2014,Lorena,F,100,199,0,199
2014,Louise,F,100,199,0,199
2014,Makena,F,100,199,0,199
2014,Persephone,F,100,199,0,199
2014,Yesenia,F,100,199,0,199
2014,Abner,M,100,0,198,198
2014,Alessia,F,100,198,0,198
2014,Areli,F,100,198,0,198
2014,Brenton,M,100,0,198,198
2014,Dariana,F,100,198,0,198
2014,Gilberto,M,100,0,198,198
2014,Jackie,F,60,119,79,198
2014,Sofie,F,100,198,0,198
2014,Zayla,F,100,198,0,198
2014,Cambree,F,100,197,0,197
2014,Jakobe,M,100,0,197,197
2014,Keller,M,85,29,168,197
2014,Menachem,M,100,0,197,197
2014,Brynleigh,F,100,196,0,196
2014,Calliope,F,100,196,0,196
2014,Darnell,M,100,0,196,196
2014,Elia,F,88,173,23,196
2014,Emi,F,100,196,0,196
2014,Isabell,F,100,196,0,196
2014,Rayyan,M,94,12,184,196
2014,Silvia,F,100,196,0,196
2014,Clarence,M,100,0,195,195
2014,Cormac,M,100,0,195,195
2014,Darcy,F,94,183,12,195
2014,Deon,M,100,0,195,195
2014,Jacey,F,94,183,12,195
2014,Xiomara,F,100,195,0,195
2014,Yuliana,F,100,195,0,195
2014,Adley,F,91,176,18,194
2014,Blessing,F,92,179,15,194
2014,Brysen,M,100,0,194,194
2014,Cortez,M,100,0,194,194
2014,Dangelo,M,100,0,194,194
2014,Krish,M,100,0,194,194
2014,Leena,F,100,194,0,194
2014,Maryjane,F,100,194,0,194
2014,Maxx,M,96,8,186,194
2014,Zyaire,M,88,24,170,194
2014,Adilyn,F,100,193,0,193
2014,Boone,M,100,0,193,193
2014,Della,F,100,193,0,193
2014,Kalia,F,100,193,0,193
2014,Ralph,M,100,0,193,193
2014,Raya,F,100,193,0,193
2014,Selene,F,100,193,0,193
2014,Annaleigh,F,100,192,0,192
2014,Antoine,M,100,0,192,192
2014,Isa,M,51,94,98,192
2014,Nya,F,100,192,0,192
2014,Octavio,M,100,0,192,192
2014,Viola,F,100,192,0,192
2014,Aliyana,F,100,191,0,191
2014,Jarrett,M,100,0,191,191
2014,Karli,F,100,191,0,191
2014,Rylynn,F,96,183,8,191
2014,Tania,F,100,191,0,191
2014,Betty,F,100,190,0,190
2014,Brynley,F,100,190,0,190
2014,Canaan,M,94,12,178,190
2014,Derick,M,100,0,190,190
2014,Haylie,F,100,190,0,190
2014,Reilly,M,54,88,102,190
2014,Rubi,F,100,190,0,190
2014,Shay,F,72,137,53,190
2014,Tia,F,100,190,0,190
2014,Valery,F,100,190,0,190
2014,Violeta,F,100,190,0,190
2014,Addelyn,F,100,189,0,189
2014,Ananya,F,100,189,0,189
2014,Bishop,M,100,0,189,189
2014,Capri,F,100,189,0,189
2014,Marian,F,100,189,0,189
2014,Nyah,F,100,189,0,189
2014,Aayden,M,100,0,188,188
2014,Aditya,M,100,0,188,188
2014,Aleyda,F,100,188,0,188
2014,Celina,F,100,188,0,188
2014,Essence,F,100,188,0,188
2014,Gretchen,F,100,188,0,188
2014,Juelz,M,95,9,179,188
2014,Kenton,M,100,0,188,188
2014,Naima,F,100,188,0,188
2014,Rebeca,F,100,188,0,188
2014,Agnes,F,100,187,0,187
2014,Katarina,F,100,187,0,187
2014,Kye,M,91,16,171,187
2014,Roslyn,F,100,187,0,187
2014,Tadeo,M,100,0,187,187
2014,Teegan,F,58,109,78,187
2014,Trystan,M,91,16,171,187
2014,Violette,F,100,187,0,187
2014,Elvis,M,100,0,186,186
2014,Kenzi,F,100,186,0,186
2014,Kiersten,F,100,186,0,186
2014,Alora,F,100,185,0,185
2014,Brayleigh,F,100,185,0,185
2014,Cairo,M,92,14,171,185
2014,Davina,F,100,185,0,185
2014,Dior,F,75,139,46,185
2014,Eisley,F,100,185,0,185
2014,Emmerson,F,84,155,30,185
2014,Kaila,F,100,185,0,185
2014,Paisleigh,F,100,185,0,185
2014,Pamela,F,100,185,0,185
2014,Samiya,F,100,185,0,185
2014,Skylynn,F,100,185,0,185
2014,Abrianna,F,100,184,0,184
2014,Adela,F,100,184,0,184
2014,Decker,M,97,5,179,184
2014,Isiah,M,100,0,184,184
2014,Kadyn,M,74,48,136,184
2014,Kynleigh,F,100,184,0,184
2014,Ross,M,100,0,184,184
2014,Yisroel,M,100,0,184,184
2014,Ashanti,F,100,183,0,183
2014,Dale,M,97,5,178,183
2014,Emry,F,75,138,45,183
2014,Graeme,M,100,0,183,183
2014,Heavenly,F,100,183,0,183
2014,Kirsten,F,100,183,0,183
2014,Leroy,M,100,0,183,183
2014,Masen,M,97,5,178,183
2014,Yazmin,F,100,183,0,183
2014,Denzel,M,100,0,182,182
2014,Florence,F,100,182,0,182
2014,Jaqueline,F,100,182,0,182
2014,Katy,F,100,182,0,182
2014,Nellie,F,100,182,0,182
2014,Stone,M,97,6,176,182
2014,Aarush,M,100,0,181,181
2014,Amora,F,100,181,0,181
2014,Harris,M,97,5,176,181
2014,Leigha,F,100,181,0,181
2014,Malak,F,92,166,15,181
2014,Zaylee,F,100,181,0,181
2014,Alanis,F,100,180,0,180
2014,Annette,F,100,180,0,180
2014,Brendon,M,100,0,180,180
2014,Damarion,M,100,0,180,180
2014,Izayah,M,100,0,180,180
2014,Maite,F,100,180,0,180
2014,Reign,F,74,133,47,180
2014,Todd,M,100,0,180,180
2014,Devan,M,84,29,150,179
2014,Hayleigh,F,100,179,0,179
2014,Karim,M,100,0,179,179
2014,Luisa,F,100,179,0,179
2014,Maisy,F,100,179,0,179
2014,Yadiel,M,100,0,179,179
2014,Alanah,F,100,178,0,178
2014,Arantza,F,100,178,0,178
2014,Darryl,M,100,0,178,178
2014,Dion,M,91,16,162,178
2014,Lyle,M,94,10,168,178
2014,Miyah,F,100,178,0,178
2014,Opal,F,100,178,0,178
2014,Roderick,M,100,0,178,178
2014,Vivianna,F,100,178,0,178
2014,Adyson,F,100,177,0,177
2014,Aliah,F,100,177,0,177
2014,Carlo,M,100,0,177,177
2014,Karly,F,100,177,0,177
2014,Koda,M,91,16,161,177
2014,Ledger,M,100,0,177,177
2014,Loretta,F,100,177,0,177
2014,Nikita,M,55,79,98,177
2014,Blythe,F,95,167,9,176
2014,Colbie,F,96,169,7,176
2014,Hillary,F,100,176,0,176
2014,Janice,F,100,176,0,176
2014,Keila,F,100,176,0,176
2014,Kya,F,100,176,0,176
2014,Milah,F,100,176,0,176
2014,Slade,M,100,0,176,176
2014,Tianna,F,100,176,0,176
2014,Yasmine,F,100,176,0,176
2014,Alistair,M,100,0,175,175
2014,Beatrix,F,100,175,0,175
2014,Cailyn,F,100,175,0,175
2014,Caleigh,F,100,175,0,175
2014,Lathan,M,100,0,175,175
2014,Mariano,M,100,0,175,175
2014,Marin,F,93,162,13,175
2014,Milton,M,100,0,175,175
