year,name,gender,ratio,females,males,total
2014,Kelen,M,100,0,7,7
2014,Kelena,F,100,7,0,7
2014,Keliah,F,100,7,0,7
2014,Kelijah,M,100,0,7,7
2014,Kelina,F,100,7,0,7
2014,Kellam,M,100,0,7,7
2014,Kelon,M,100,0,7,7
2014,Kelvyn,M,100,0,7,7
2014,Kemberly,F,100,7,0,7
2014,Kemiah,F,100,7,0,7
2014,Kempton,M,100,0,7,7
2014,Kendrea,F,100,7,0,7
2014,Kendrew,M,100,0,7,7
2014,Kengston,M,100,0,7,7
2014,Kenlea,F,100,7,0,7
2014,Kennidee,F,100,7,0,7
2014,Kennidy,F,100,7,0,7
2014,Kenniya,F,100,7,0,7
2014,Kenric,M,100,0,7,7
2014,Kensen,M,100,0,7,7
2014,Kenston,M,100,0,7,7
2014,Keny,M,100,0,7,7
2014,Kerington,F,100,7,0,7
2014,Keriyah,F,100,7,0,7
2014,Kerwin,M,100,0,7,7
2014,Keslee,F,100,7,0,7
2014,Ketcher,M,100,0,7,7
2014,Kevionna,F,100,7,0,7
2014,Kevontae,M,100,0,7,7
2014,Keyandre,M,100,0,7,7
2014,Keyera,F,100,7,0,7
2014,Keylani,F,100,7,0,7
2014,Keynan,M,100,0,7,7
2014,Keyonni,F,100,7,0,7
2014,Keziyah,F,100,7,0,7
2014,Khaila,F,100,7,0,7
2014,Khailee,F,100,7,0,7
2014,Khaliel,M,100,0,7,7
2014,Khalisi,F,100,7,0,7
2014,Khalyn,F,100,7,0,7
2014,Kham,M,100,0,7,7
2014,Kharlee,F,100,7,0,7
2014,Khason,M,100,0,7,7
2014,Khianna,F,100,7,0,7
2014,Khiley,F,100,7,0,7
2014,Khriz,M,100,0,7,7
2014,Khya,F,100,7,0,7
2014,Khyre,M,100,0,7,7
2014,Kianah,F,100,7,0,7
2014,Kiarrah,F,100,7,0,7
2014,Kielyn,F,100,7,0,7
2014,Kielynn,F,100,7,0,7
2014,Kier,M,100,0,7,7
2014,Kiing,M,100,0,7,7
2014,Kimar,M,100,0,7,7
2014,Kimimela,F,100,7,0,7
2014,Kimimila,F,100,7,0,7
2014,Kimiya,F,100,7,0,7
2014,Kimmora,F,100,7,0,7
2014,Kinberly,F,100,7,0,7
2014,Kindra,F,100,7,0,7
2014,Kindrick,M,100,0,7,7
2014,Kingmichael,M,100,0,7,7
2014,Kingsolomon,M,100,0,7,7
2014,Kinjal,F,100,7,0,7
2014,Kinlei,F,100,7,0,7
2014,Kinlie,F,100,7,0,7
2014,Kinsly,F,100,7,0,7
2014,Kiralyn,F,100,7,0,7
2014,Kirpa,F,100,7,0,7
2014,Kiyla,F,100,7,0,7
2014,Kiyra,F,100,7,0,7
2014,Klani,F,100,7,0,7
2014,Kleo,F,100,7,0,7
2014,Klhoe,F,100,7,0,7
2014,Kmora,F,100,7,0,7
2014,Knighton,M,100,0,7,7
2014,Knyla,F,100,7,0,7
2014,Koko,F,100,7,0,7
2014,Kolbee,F,100,7,0,7
2014,Kolie,F,100,7,0,7
2014,Kollyn,M,100,0,7,7
2014,Koran,M,100,0,7,7
2014,Kordai,M,100,0,7,7
2014,Korinna,F,100,7,0,7
2014,Kosta,M,100,0,7,7
2014,Kourosh,M,100,0,7,7
2014,Kraven,M,100,0,7,7
2014,Krisette,F,100,7,0,7
2014,Krishaan,M,100,0,7,7
2014,Krishawn,M,100,0,7,7
2014,Krissia,F,100,7,0,7
2014,Kroix,M,100,0,7,7
2014,Kron,M,100,0,7,7
2014,Krzysztof,M,100,0,7,7
2014,Kshawn,M,100,0,7,7
2014,Kuper,M,100,0,7,7
2014,Kvion,M,100,0,7,7
2014,Kwan,M,100,0,7,7
2014,Kwasi,M,100,0,7,7
2014,Kween,F,100,7,0,7
2014,Kyarah,F,100,7,0,7
2014,Kyian,M,100,0,7,7
2014,Kyleeann,F,100,7,0,7
2014,Kyleena,F,100,7,0,7
2014,Kyleigha,F,100,7,0,7
2014,Kylina,F,100,7,0,7
2014,Kymiah,F,100,7,0,7
2014,Kymier,M,100,0,7,7
2014,Kynlea,F,100,7,0,7
2014,Kynzley,F,100,7,0,7
2014,Kyreece,M,100,0,7,7
2014,Kyreese,M,100,0,7,7
2014,Kyriana,F,100,7,0,7
2014,Kyrstin,F,100,7,0,7
2014,Kytzia,F,100,7,0,7
2014,Lachlyn,F,100,7,0,7
2014,Ladarrion,M,100,0,7,7
2014,Lahela,F,100,7,0,7
2014,Laiana,F,100,7,0,7
2014,Laiklynn,F,100,7,0,7
2014,Lailanee,F,100,7,0,7
2014,Lailynn,F,100,7,0,7
2014,Laionna,F,100,7,0,7
2014,Lakeyn,F,100,7,0,7
2014,Lakira,F,100,7,0,7
2014,Lakoda,M,100,0,7,7
2014,Lalita,F,100,7,0,7
2014,Lamoni,F,100,7,0,7
2014,Lamonica,F,100,7,0,7
2014,Lanaiya,F,100,7,0,7
2014,Lanique,F,100,7,0,7
2014,Lantz,M,100,0,7,7
2014,Lanyla,F,100,7,0,7
2014,Laraina,F,100,7,0,7
2014,Laren,F,100,7,0,7
2014,Laryiah,F,100,7,0,7
2014,Lashawna,F,100,7,0,7
2014,Latoria,F,100,7,0,7
2014,Latrinity,F,100,7,0,7
2014,Laureli,F,100,7,0,7
2014,Laurelin,F,100,7,0,7
2014,Laurin,F,100,7,0,7
2014,Laveyah,F,100,7,0,7
2014,Laylan,F,100,7,0,7
2014,Laylynn,F,100,7,0,7
2014,Layson,M,100,0,7,7
2014,Lazariah,F,100,7,0,7
2014,Lazaya,F,100,7,0,7
2014,Le,M,100,0,7,7
2014,Leaf,M,100,0,7,7
2014,Leahnna,F,100,7,0,7
2014,Learah,F,100,7,0,7
2014,Leeasia,F,100,7,0,7
2014,Leelu,F,100,7,0,7
2014,Leeon,M,100,0,7,7
2014,Lehi,M,100,0,7,7
2014,Leiby,M,100,0,7,7
2014,Leilahni,F,100,7,0,7
2014,Leili,F,100,7,0,7
2014,Leilynn,F,100,7,0,7
2014,Lejend,M,100,0,7,7
2014,Lella,F,100,7,0,7
2014,Lelyn,M,100,0,7,7
2014,Lelynd,M,100,0,7,7
2014,Leto,M,100,0,7,7
2014,Letrell,M,100,0,7,7
2014,Levell,M,100,0,7,7
2014,Levent,M,100,0,7,7
2014,Lexandra,F,100,7,0,7
2014,Lexianna,F,100,7,0,7
2014,Lexine,F,100,7,0,7
2014,Leysha,F,100,7,0,7
2014,Li,M,100,0,7,7
2014,Liamgabriel,M,100,0,7,7
2014,Liamjames,M,100,0,7,7
2014,Liammatthew,M,100,0,7,7
2014,Liammichael,M,100,0,7,7
2014,Lianette,F,100,7,0,7
2014,Liany,F,100,7,0,7
2014,Librado,M,100,0,7,7
2014,Lilienne,F,100,7,0,7
2014,Lilinoe,F,100,7,0,7
2014,Lille,F,100,7,0,7
2014,Lilliam,F,100,7,0,7
2014,Lilliane,F,100,7,0,7
2014,Lillieana,F,100,7,0,7
2014,Lilliemae,F,100,7,0,7
2014,Lillienne,F,100,7,0,7
2014,Lillyanah,F,100,7,0,7
2014,Lillyauna,F,100,7,0,7
2014,Lillybelle,F,100,7,0,7
2014,Lindell,M,100,0,7,7
2014,Linleigh,F,100,7,0,7
2014,Linsy,F,100,7,0,7
2014,Linzie,F,100,7,0,7
2014,Liona,F,100,7,0,7
2014,Lissett,F,100,7,0,7
2014,Livingston,M,100,0,7,7
2014,Liyat,F,100,7,0,7
2014,Lizmary,F,100,7,0,7
2014,Llewellyn,M,100,0,7,7
2014,Loraina,F,100,7,0,7
2014,Lorely,F,100,7,0,7
2014,Lorence,M,100,0,7,7
2014,Lotte,F,100,7,0,7
2014,Louay,M,100,0,7,7
2014,Lovelee,F,100,7,0,7
2014,Lovelle,F,100,7,0,7
2014,Lovelyn,F,100,7,0,7
2014,Loza,F,100,7,0,7
2014,Luanne,F,100,7,0,7
2014,Lucianne,F,100,7,0,7
2014,Lucyanna,F,100,7,0,7
2014,Ludwig,M,100,0,7,7
2014,Luisfernando,M,100,0,7,7
2014,Lukka,M,100,0,7,7
2014,Lulani,F,100,7,0,7
2014,Luma,F,100,7,0,7
2014,Luzia,F,100,7,0,7
2014,Lydie,F,100,7,0,7
2014,Lylianna,F,100,7,0,7
2014,Lylie,F,100,7,0,7
2014,Lylliana,F,100,7,0,7
2014,Lyllie,F,100,7,0,7
2014,Lyndan,F,100,7,0,7
2014,Lyneah,F,100,7,0,7
2014,Lynell,M,100,0,7,7
2014,Lyniyah,F,100,7,0,7
2014,Lynne,F,100,7,0,7
2014,Lynniah,F,100,7,0,7
2014,Lynnley,F,100,7,0,7
2014,Lynora,F,100,7,0,7
2014,Lyrika,F,100,7,0,7
2014,Mabree,F,100,7,0,7
2014,Mackay,M,100,0,7,7
2014,Mackenzye,F,100,7,0,7
2014,Mackinnon,M,100,0,7,7
2014,Macks,M,100,0,7,7
2014,Maclean,M,100,0,7,7
2014,Macrina,F,100,7,0,7
2014,Madaleine,F,100,7,0,7
2014,Madalina,F,100,7,0,7
2014,Maddielynn,F,100,7,0,7
2014,Madsen,M,100,0,7,7
2014,Madylynn,F,100,7,0,7
2014,Maebh,F,100,7,0,7
2014,Maedot,F,100,7,0,7
2014,Maekayla,F,100,7,0,7
2014,Magalie,F,100,7,0,7
2014,Maggi,F,100,7,0,7
2014,Mahamadou,M,100,0,7,7
2014,Mahniya,F,100,7,0,7
2014,Mahsa,F,100,7,0,7
2014,Maicee,F,100,7,0,7
2014,Maili,F,100,7,0,7
2014,Mairyn,F,100,7,0,7
2014,Maitte,F,100,7,0,7
2014,Majer,M,100,0,7,7
2014,Majesti,F,100,7,0,7
2014,Maka,F,100,7,0,7
2014,Makail,M,100,0,7,7
2014,Makalynn,F,100,7,0,7
2014,Makeila,F,100,7,0,7
2014,Makensey,F,100,7,0,7
2014,Makensley,F,100,7,0,7
2014,Mala,F,100,7,0,7
2014,Malacai,M,100,0,7,7
2014,Malacki,M,100,0,7,7
2014,Malaijah,F,100,7,0,7
2014,Malaisha,F,100,7,0,7
2014,Malarie,F,100,7,0,7
2014,Malayjah,F,100,7,0,7
2014,Maley,F,100,7,0,7
2014,Malijah,F,100,7,0,7
2014,Malikiah,M,100,0,7,7
2014,Mallarie,F,100,7,0,7
2014,Malloree,F,100,7,0,7
2014,Malyiah,F,100,7,0,7
2014,Malyk,M,100,0,7,7
2014,Malyn,F,100,7,0,7
2014,Manaf,M,100,0,7,7
2014,Mane,F,100,7,0,7
2014,Manhattan,F,100,7,0,7
2014,Manveer,M,100,0,7,7
2014,Marai,F,100,7,0,7
2014,Marcellous,M,100,0,7,7
2014,Marcuz,M,100,0,7,7
2014,Marelin,F,100,7,0,7
2014,Marella,F,100,7,0,7
2014,Margarete,F,100,7,0,7
2014,Margery,F,100,7,0,7
2014,Mariangela,F,100,7,0,7
2014,Maribeth,F,100,7,0,7
2014,Marija,F,100,7,0,7
2014,Markee,M,100,0,7,7
2014,Markevious,M,100,0,7,7
2014,Markise,M,100,0,7,7
2014,Marlana,F,100,7,0,7
2014,Marline,F,100,7,0,7
2014,Marra,F,100,7,0,7
2014,Marriah,F,100,7,0,7
2014,Marston,M,100,0,7,7
2014,Martrell,M,100,0,7,7
2014,Martyn,M,100,0,7,7
2014,Maryangel,F,100,7,0,7
2014,Marycarmen,F,100,7,0,7
2014,Maryclare,F,100,7,0,7
2014,Marycruz,F,100,7,0,7
2014,Maryjo,F,100,7,0,7
2014,Maryori,F,100,7,0,7
2014,Marz,M,100,0,7,7
2014,Marzell,M,100,0,7,7
2014,Masha,F,100,7,0,7
2014,Massai,M,100,0,7,7
2014,Maston,M,100,0,7,7
2014,Mathan,M,100,0,7,7
2014,Mathea,F,100,7,0,7
2014,Matrix,M,100,0,7,7
2014,Mattan,M,100,0,7,7
2014,Matteus,M,100,0,7,7
2014,Maurissa,F,100,7,0,7
2014,Mauriyah,F,100,7,0,7
2014,Mavi,F,100,7,0,7
2014,Maxence,M,100,0,7,7
2014,Maxsen,M,100,0,7,7
2014,Maxten,M,100,0,7,7
2014,Mayan,F,100,7,0,7
2014,Mayari,F,100,7,0,7
2014,Mayreli,F,100,7,0,7
2014,Mays,M,100,0,7,7
2014,Mayssa,F,100,7,0,7
2014,Maytal,F,100,7,0,7
2014,Mayuri,F,100,7,0,7
2014,Mckenize,F,100,7,0,7
2014,Mckenly,F,100,7,0,7
2014,Mckinzy,F,100,7,0,7
2014,Mckynley,F,100,7,0,7
2014,Mckynna,F,100,7,0,7
2014,Mckynzee,F,100,7,0,7
2014,Meeah,F,100,7,0,7
2014,Meeko,M,100,0,7,7
2014,Meghna,F,100,7,0,7
2014,Mehmed,M,100,0,7,7
2014,Meladie,F,100,7,0,7
2014,Melana,F,100,7,0,7
2014,Meleny,F,100,7,0,7
2014,Mellina,F,100,7,0,7
2014,Melondy,F,100,7,0,7
2014,Melynda,F,100,7,0,7
2014,Mercie,F,100,7,0,7
2014,Merelyn,F,100,7,0,7
2014,Meridian,F,100,7,0,7
2014,Meriem,F,100,7,0,7
2014,Meritxell,F,100,7,0,7
2014,Merrin,F,100,7,0,7
2014,Meryam,F,100,7,0,7
2014,Messai,M,100,0,7,7
2014,Metztli,F,100,7,0,7
2014,Miabelle,F,100,7,0,7
2014,Micai,M,100,0,7,7
2014,Michah,M,100,0,7,7
2014,Michala,F,100,7,0,7
2014,Mickaela,F,100,7,0,7
2014,Mielle,F,100,7,0,7
2014,Mikaelah,F,100,7,0,7
2014,Mikaiah,F,100,7,0,7
2014,Mikailah,F,100,7,0,7
2014,Mikeila,F,100,7,0,7
2014,Mikinley,F,100,7,0,7
2014,Mikyle,M,100,0,7,7
2014,Milaan,F,100,7,0,7
2014,Milaysia,F,100,7,0,7
2014,Milcah,F,100,7,0,7
2014,Milea,F,100,7,0,7
2014,Mileidy,F,100,7,0,7
2014,Mileydi,F,100,7,0,7
2014,Milez,M,100,0,7,7
2014,Milon,M,100,0,7,7
2014,Min,M,100,0,7,7
2014,Minato,M,100,0,7,7
2014,Minela,F,100,7,0,7
2014,Minsa,F,100,7,0,7
2014,Mirac,M,100,0,7,7
2014,Miriya,F,100,7,0,7
2014,Mirren,F,100,7,0,7
2014,Misaki,F,100,7,0,7
2014,Mishel,F,100,7,0,7
2014,Miyoko,F,100,7,0,7
2014,Miyu,F,100,7,0,7
2014,Moataz,M,100,0,7,7
2014,Moayed,M,100,0,7,7
2014,Moe,M,100,0,7,7
2014,Momin,M,100,0,7,7
2014,Momoka,F,100,7,0,7
2014,Monta,M,100,0,7,7
2014,Montay,M,100,0,7,7
2014,Montrez,M,100,0,7,7
2014,Morayo,F,100,7,0,7
2014,Morgana,F,100,7,0,7
2014,Morgann,F,100,7,0,7
2014,Morrell,M,100,0,7,7
2014,Mouhamad,M,100,0,7,7
2014,Mounir,M,100,0,7,7
2014,Moyosoreoluwa,F,100,7,0,7
2014,Muhannad,M,100,0,7,7
2014,Mumin,M,100,0,7,7
2014,Munisa,F,100,7,0,7
2014,Muscab,M,100,0,7,7
2014,Muskan,F,100,7,0,7
2014,Muslima,F,100,7,0,7
2014,Mutasim,M,100,0,7,7
2014,Myiesha,F,100,7,0,7
2014,Mykala,F,100,7,0,7
2014,Mykeria,F,100,7,0,7
2014,Mykia,F,100,7,0,7
2014,Myleigha,F,100,7,0,7
2014,Mylove,F,100,7,0,7
2014,Mystery,F,100,7,0,7
2014,Mystique,F,100,7,0,7
2014,Naaman,M,100,0,7,7
2014,Naara,F,100,7,0,7
2014,Naeomi,F,100,7,0,7
2014,Naheim,M,100,0,7,7
2014,Naida,F,100,7,0,7
2014,Nairi,F,100,7,0,7
2014,Naitik,M,100,0,7,7
2014,Najat,F,100,7,0,7
2014,Najia,F,100,7,0,7
2014,Nakhi,M,100,0,7,7
2014,Nalanie,F,100,7,0,7
2014,Nalayna,F,100,7,0,7
2014,Nalyah,F,100,7,0,7
2014,Namari,M,100,0,7,7
2014,Nameera,F,100,7,0,7
2014,Namia,F,100,7,0,7
2014,Nan,F,100,7,0,7
2014,Nanayaa,F,100,7,0,7
2014,Naod,M,100,0,7,7
2014,Narain,M,100,0,7,7
2014,Narely,F,100,7,0,7
2014,Naren,M,100,0,7,7
2014,Nasri,M,100,0,7,7
2014,Naszir,M,100,0,7,7
2014,Nataliyah,F,100,7,0,7
2014,Natasia,F,100,7,0,7
2014,Nathanyel,M,100,0,7,7
2014,Natia,F,100,7,0,7
2014,Natilyn,F,100,7,0,7
2014,Navneet,F,100,7,0,7
2014,Nayab,F,100,7,0,7
2014,Nayalee,F,100,7,0,7
2014,Nayela,F,100,7,0,7
2014,Nayeliz,F,100,7,0,7
2014,Naysha,F,100,7,0,7
2014,Nayvadius,M,100,0,7,7
2014,Nazeer,M,100,0,7,7
2014,Nea,F,100,7,0,7
2014,Necalli,M,100,0,7,7
2014,Neco,M,100,0,7,7
2014,Nefeli,F,100,7,0,7
2014,Nehir,F,100,7,0,7
2014,Neisha,F,100,7,0,7
2014,Nekko,M,100,0,7,7
2014,Nelsy,F,100,7,0,7
2014,Nema,F,100,7,0,7
2014,Neomiah,M,100,0,7,7
2014,Nephtalie,F,100,7,0,7
2014,Nermin,F,100,7,0,7
2014,Nesochi,F,100,7,0,7
2014,Netanya,F,100,7,0,7
2014,Nethaniel,M,100,0,7,7
2014,Neveyah,F,100,7,0,7
2014,Nevyn,M,100,0,7,7
2014,Neyah,F,100,7,0,7
2014,Ngoc,F,100,7,0,7
2014,Nhyira,F,100,7,0,7
2014,Nialah,F,100,7,0,7
2014,Nikai,M,100,0,7,7
2014,Nikitha,F,100,7,0,7
2014,Nikka,F,100,7,0,7
2014,Nikkie,F,100,7,0,7
2014,Nikkos,M,100,0,7,7
2014,Nikodem,M,100,0,7,7
2014,Nikoloz,M,100,0,7,7
2014,Nineveh,F,100,7,0,7
2014,Ninfa,F,100,7,0,7
2014,Nishika,F,100,7,0,7
2014,Nishita,F,100,7,0,7
2014,Nithin,M,100,0,7,7
2014,Nitin,M,100,0,7,7
2014,Nivedh,M,100,0,7,7
2014,Nivriti,F,100,7,0,7
2014,Nixson,M,100,0,7,7
2014,Niyelle,F,100,7,0,7
2014,Nnenna,F,100,7,0,7
2014,Noaah,M,100,0,7,7
2014,Noelan,M,100,0,7,7
2014,Nofer,M,100,0,7,7
2014,Nohealani,F,100,7,0,7
2014,Nole,M,100,0,7,7
2014,Nolon,M,100,0,7,7
2014,Norielle,F,100,7,0,7
2014,Nouf,F,100,7,0,7
2014,Nozomi,F,100,7,0,7
2014,Nusrat,F,100,7,0,7
2014,Nyala,F,100,7,0,7
2014,Nyeem,M,100,0,7,7
2014,Nyeli,F,100,7,0,7
2014,Nykeem,M,100,0,7,7
2014,Nykia,F,100,7,0,7
2014,Nylaa,F,100,7,0,7
2014,Nyleigh,F,100,7,0,7
2014,Nyomie,F,100,7,0,7
2014,Nyrah,F,100,7,0,7
2014,Oceane,F,100,7,0,7
2014,Odai,M,100,0,7,7
2014,Oday,M,100,0,7,7
2014,Olanna,F,100,7,0,7
2014,Oli,M,100,0,7,7
2014,Oliviamarie,F,100,7,0,7
2014,Olman,M,100,0,7,7
2014,Oluwatimileyin,M,100,0,7,7
2014,Omair,M,100,0,7,7
2014,Omara,F,100,7,0,7
2014,Omarie,M,100,0,7,7
2014,Ondrea,F,100,7,0,7
2014,Orestes,M,100,0,7,7
2014,Orielle,F,100,7,0,7
2014,Ornella,F,100,7,0,7
2014,Orry,M,100,0,7,7
2014,Oshyn,F,100,7,0,7
2014,Osiah,M,100,0,7,7
2014,Ossiel,M,100,0,7,7
2014,Ottilie,F,100,7,0,7
2014,Oviya,F,100,7,0,7
2014,Paco,M,100,0,7,7
2014,Pahal,F,100,7,0,7
2014,Paisely,F,100,7,0,7
2014,Paiyton,F,100,7,0,7
2014,Palin,F,100,7,0,7
2014,Papa,M,100,0,7,7
2014,Parthenia,F,100,7,0,7
2014,Pasha,M,100,0,7,7
2014,Patty,F,100,7,0,7
2014,Pavani,F,100,7,0,7
2014,Pebbles,F,100,7,0,7
2014,Pelin,F,100,7,0,7
2014,Pendleton,M,100,0,7,7
2014,Perrion,M,100,0,7,7
2014,Persephony,F,100,7,0,7
2014,Piercen,M,100,0,7,7
2014,Pius,M,100,0,7,7
2014,Poetry,F,100,7,0,7
2014,Pookela,M,100,0,7,7
2014,Prabhleen,F,100,7,0,7
2014,Pragna,F,100,7,0,7
2014,Prajwal,M,100,0,7,7
2014,Pranish,M,100,0,7,7
2014,Pranit,M,100,0,7,7
2014,Pratyush,M,100,0,7,7
2014,Presly,F,100,7,0,7
2014,Prezlee,F,100,7,0,7
2014,Prezley,F,100,7,0,7
2014,Princetyn,M,100,0,7,7
2014,Prish,M,100,0,7,7
2014,Promisse,F,100,7,0,7
2014,Prophet,M,100,0,7,7
2014,Qassam,M,100,0,7,7
2014,Quantavious,M,100,0,7,7
2014,Quavon,M,100,0,7,7
2014,Quetzal,F,100,7,0,7
2014,Quinne,F,100,7,0,7
2014,Quinnleigh,F,100,7,0,7
2014,Raavi,F,100,7,0,7
2014,Rabab,F,100,7,0,7
2014,Racer,M,100,0,7,7
2014,Rad,M,100,0,7,7
2014,Raechel,F,100,7,0,7
2014,Raekwon,M,100,0,7,7
2014,Raela,F,100,7,0,7
2014,Raelea,F,100,7,0,7
2014,Raeshawn,M,100,0,7,7
2014,Raheel,M,100,0,7,7
2014,Raife,M,100,0,7,7
2014,Rainna,F,100,7,0,7
2014,Rajiv,M,100,0,7,7
2014,Rajvi,F,100,7,0,7
2014,Ralynn,F,100,7,0,7
2014,Ramell,M,100,0,7,7
2014,Ramey,F,100,7,0,7
2014,Ramond,M,100,0,7,7
2014,Randa,F,100,7,0,7
2014,Ranen,M,100,0,7,7
2014,Ranezmae,F,100,7,0,7
2014,Ranezmay,F,100,7,0,7
2014,Ranim,F,100,7,0,7
2014,Ranyla,F,100,7,0,7
2014,Rashan,M,100,0,7,7
2014,Rashi,F,100,7,0,7
2014,Rawlins,M,100,0,7,7
2014,Rayane,M,100,0,7,7
2014,Raycen,M,100,0,7,7
2014,Raydyn,M,100,0,7,7
2014,Rayen,F,100,7,0,7
2014,Rayford,M,100,0,7,7
2014,Rayhaan,M,100,0,7,7
2014,Rayhanna,F,100,7,0,7
2014,Raylei,F,100,7,0,7
2014,Rediet,F,100,7,0,7
2014,Rehema,F,100,7,0,7
2014,Reighn,F,100,7,0,7
2014,Rejoice,F,100,7,0,7
2014,Rejoyce,F,100,7,0,7
2014,Relena,F,100,7,0,7
2014,Remini,F,100,7,0,7
2014,Renea,F,100,7,0,7
2014,Renesmay,F,100,7,0,7
2014,Renton,M,100,0,7,7
2014,Reshawn,M,100,0,7,7
2014,Reven,M,100,0,7,7
2014,Revin,M,100,0,7,7
2014,Revyn,M,100,0,7,7
2014,Reynaliz,F,100,7,0,7
2014,Rhealyn,F,100,7,0,7
2014,Rhonan,M,100,0,7,7
2014,Riddhima,F,100,7,0,7
2014,Rigley,M,100,0,7,7
2014,Rimas,F,100,7,0,7
2014,Rishit,M,100,0,7,7
2014,Rithvika,F,100,7,0,7
2014,Rithwik,M,100,0,7,7
2014,Rivaldo,M,100,0,7,7
2014,Riverlynn,F,100,7,0,7
2014,Rizwan,M,100,0,7,7
2014,Robertson,M,100,0,7,7
2014,Rocklynn,F,100,7,0,7
2014,Rogers,M,100,0,7,7
2014,Rollie,M,100,0,7,7
2014,Romana,F,100,7,0,7
2014,Romin,M,100,0,7,7
2014,Ronal,M,100,0,7,7
2014,Rooke,M,100,0,7,7
2014,Rosaisela,F,100,7,0,7
2014,Rosalva,F,100,7,0,7
2014,Rosealynn,F,100,7,0,7
2014,Rosebella,F,100,7,0,7
2014,Roselle,F,100,7,0,7
2014,Roxane,F,100,7,0,7
2014,Royden,M,100,0,7,7
2014,Royston,M,100,0,7,7
2014,Rozelyn,F,100,7,0,7
2014,Rubylynn,F,100,7,0,7
2014,Ruchoma,F,100,7,0,7
2014,Rufino,M,100,0,7,7
2014,Ruoxi,F,100,7,0,7
2014,Rustam,M,100,0,7,7
2014,Ry,M,100,0,7,7
2014,Ryenne,F,100,7,0,7
2014,Ryer,M,100,0,7,7
2014,Ryhanna,F,100,7,0,7
2014,Ryilee,F,100,7,0,7
2014,Ryleeann,F,100,7,0,7
2014,Rylend,M,100,0,7,7
2014,Sa,M,100,0,7,7
2014,Saabir,M,100,0,7,7
2014,Saahas,M,100,0,7,7
2014,Sabah,F,100,7,0,7
2014,Saban,M,100,0,7,7
2014,Sabreena,F,100,7,0,7
2014,Saharra,F,100,7,0,7
2014,Saheim,M,100,0,7,7
2014,Sahel,M,100,0,7,7
2014,Sahmir,M,100,0,7,7
2014,Saidi,F,100,7,0,7
2014,Saifullah,M,100,0,7,7
2014,Saije,F,100,7,0,7
2014,Saikrishna,M,100,0,7,7
2014,Saila,F,100,7,0,7
2014,Sailer,F,100,7,0,7
2014,Saily,F,100,7,0,7
2014,Saindhavi,F,100,7,0,7
2014,Sair,M,100,0,7,7
2014,Sajed,M,100,0,7,7
2014,Saksham,M,100,0,7,7
2014,Salaya,F,100,7,0,7
2014,Salayah,F,100,7,0,7
2014,Salimah,F,100,7,0,7
2014,Saloni,F,100,7,0,7
2014,Salote,F,100,7,0,7
2014,Saman,M,100,0,7,7
2014,Samarie,F,100,7,0,7
2014,Samary,F,100,7,0,7
2014,Samreet,F,100,7,0,7
2014,Samyrah,F,100,7,0,7
2014,Samyukta,F,100,7,0,7
2014,Sanam,F,100,7,0,7
2014,Sanat,M,100,0,7,7
2014,Sanjeev,M,100,0,7,7
2014,Sankalp,M,100,0,7,7
2014,Santhosh,M,100,0,7,7
2014,Santy,M,100,0,7,7
2014,Sarahjane,F,100,7,0,7
2014,Sareen,F,100,7,0,7
2014,Sarvin,M,100,0,7,7
2014,Sarye,F,100,7,0,7
2014,Savage,M,100,0,7,7
2014,Savian,M,100,0,7,7
2014,Say,F,100,7,0,7
2014,Sayvion,M,100,0,7,7
2014,Schneider,M,100,0,7,7
2014,Schneur,M,100,0,7,7
2014,Sebasthian,M,100,0,7,7
2014,Sedric,M,100,0,7,7
2014,Seher,F,100,7,0,7
2014,Semir,M,100,0,7,7
2014,Semiyah,F,100,7,0,7
2014,Seniah,F,100,7,0,7
2014,Seona,F,100,7,0,7
2014,Sephiroth,M,100,0,7,7
2014,Serenah,F,100,7,0,7
2014,Seryna,F,100,7,0,7
2014,Setayesh,F,100,7,0,7
2014,Seton,M,100,0,7,7
2014,Seydi,F,100,7,0,7
2014,Shadi,M,100,0,7,7
2014,Shadia,F,100,7,0,7
2014,Shaheed,M,100,0,7,7
2014,Shahmeer,M,100,0,7,7
2014,Shaka,M,100,0,7,7
2014,Shakai,M,100,0,7,7
2014,Shamia,F,100,7,0,7
2014,Shanlee,F,100,7,0,7
2014,Shannah,F,100,7,0,7
2014,Shantell,F,100,7,0,7
2014,Shanyiah,F,100,7,0,7
2014,Sharvil,M,100,0,7,7
2014,Shasta,F,100,7,0,7
2014,Shayana,F,100,7,0,7
2014,Shayde,F,100,7,0,7
2014,Shayma,F,100,7,0,7
2014,Shazil,M,100,0,7,7
2014,Sheindy,F,100,7,0,7
2014,Shelbey,F,100,7,0,7
2014,Shelsey,F,100,7,0,7
2014,Sherwood,M,100,0,7,7
2014,Shona,F,100,7,0,7
2014,Shoni,F,100,7,0,7
2014,Shterna,F,100,7,0,7
2014,Shuban,M,100,0,7,7
2014,Shulamis,F,100,7,0,7
2014,Shya,F,100,7,0,7
2014,Sidnee,F,100,7,0,7
2014,Silka,F,100,7,0,7
2014,Simaya,F,100,7,0,7
2014,Simrin,F,100,7,0,7
2014,Simya,F,100,7,0,7
2014,Sinclaire,F,100,7,0,7
2014,Sirat,F,100,7,0,7
2014,Siren,F,100,7,0,7
2014,Skii,F,100,7,0,7
2014,Skilah,F,100,7,0,7
